embedding_position_encoding,sm__cycles_active.max,5597.00
embedding_position_encoding,gpc__cycles_elapsed.max,7834.00
embedding_position_encoding,gpc__cycles_elapsed.avg.per_second,1396275510.20
embedding_position_encoding,gpu__time_duration.max,5600.00
embedding_position_encoding,gpu__time_duration.sum,5600.00
ln1,sm__cycles_active.max,19460.00
ln1,gpc__cycles_elapsed.max,21474.00
ln1,gpc__cycles_elapsed.avg.per_second,1403685609.46
ln1,gpu__time_duration.max,15264.00
ln1,gpu__time_duration.sum,15264.00
attention,gpu__time_duration.sum,60704.00
attention,gpu__time_duration.max,60704.00
attention,gpc__cycles_elapsed.avg.per_second,11101707639.03
attention,gpc__cycles_elapsed.max,84528.00
attention,sm__cycles_active.max,66803.00
residual1,sm__cycles_active.max,3058.00
residual1,gpc__cycles_elapsed.max,5341.00
residual1,gpc__cycles_elapsed.avg.per_second,1377508854.78
residual1,gpu__time_duration.max,3872.00
residual1,gpu__time_duration.sum,3872.00
ln2,sm__cycles_active.max,20670.00
ln2,gpc__cycles_elapsed.max,22706.00
ln2,gpc__cycles_elapsed.avg.per_second,1404234441.30
ln2,gpu__time_duration.max,16160.00
ln2,gpu__time_duration.sum,16160.00
feed_forward,gpu__time_duration.sum,49696.00
feed_forward,gpu__time_duration.max,49696.00
feed_forward,gpc__cycles_elapsed.avg.per_second,5534800237.01
feed_forward,gpc__cycles_elapsed.max,69178.00
feed_forward,sm__cycles_active.max,59757.00
residual2,sm__cycles_active.max,3602.00
residual2,gpc__cycles_elapsed.max,5768.00
residual2,gpc__cycles_elapsed.avg.per_second,1392926356.59
residual2,gpu__time_duration.max,4128.00
residual2,gpu__time_duration.sum,4128.00
lnf,sm__cycles_active.max,19692.00
lnf,gpc__cycles_elapsed.max,21692.00
lnf,gpc__cycles_elapsed.avg.per_second,1403897451.10
lnf,gpu__time_duration.max,15424.00
lnf,gpu__time_duration.sum,15424.00
logits,sm__cycles_active.max,424104.00
logits,gpc__cycles_elapsed.max,427914.00
logits,gpc__cycles_elapsed.avg.per_second,1406633351.90
logits,gpu__time_duration.max,303712.00
logits,gpu__time_duration.sum,303712.00
embedding_position_encoding,dram__throughput.avg.pct_of_peak_sustained_elapsed,17.57
ln1,dram__throughput.avg.pct_of_peak_sustained_elapsed,0.72
attention,dram__throughput.avg.pct_of_peak_sustained_elapsed,89.82
residual1,dram__throughput.avg.pct_of_peak_sustained_elapsed,5.79
ln2,dram__throughput.avg.pct_of_peak_sustained_elapsed,0.74
feed_forward,dram__throughput.avg.pct_of_peak_sustained_elapsed,126.83
residual2,dram__throughput.avg.pct_of_peak_sustained_elapsed,15.59
lnf,dram__throughput.avg.pct_of_peak_sustained_elapsed,0.83
logits,dram__throughput.avg.pct_of_peak_sustained_elapsed,47.43
embedding_position_encoding,smsp__inst_executed.sum,384000.00
ln1,smsp__inst_executed.sum,254208.00
attention,smsp__inst_executed.sum,6981456.00
residual1,smsp__inst_executed.sum,116736.00
ln2,smsp__inst_executed.sum,254208.00
feed_forward,smsp__inst_executed.sum,8772864.00
residual2,smsp__inst_executed.sum,116736.00
lnf,smsp__inst_executed.sum,254208.00
logits,smsp__inst_executed.sum,48267152.00
embedding_position_encoding,smsp__sass_data_bytes_mem_global_op_st.sum,786432.00
embedding_position_encoding,smsp__sass_data_bytes_mem_global_op_ld.sum,1597440.00
embedding_position_encoding,smsp__sass_inst_executed_op_ldgsts.sum,0.00
embedding_position_encoding,smsp__sass_inst_executed_op_global_st.sum,6144.00
embedding_position_encoding,smsp__sass_inst_executed_op_global_ld.sum,18432.00
embedding_position_encoding,smsp__sass_inst_executed_op_shared_st.sum,0.00
embedding_position_encoding,smsp__sass_inst_executed_op_shared_ld.sum,0.00
ln1,smsp__sass_data_bytes_mem_global_op_st.sum,788480.00
ln1,smsp__sass_data_bytes_mem_global_op_ld.sum,3932160.00
ln1,smsp__sass_inst_executed_op_ldgsts.sum,0.00
ln1,smsp__sass_inst_executed_op_global_st.sum,6656.00
ln1,smsp__sass_inst_executed_op_global_ld.sum,30720.00
ln1,smsp__sass_inst_executed_op_shared_st.sum,0.00
ln1,smsp__sass_inst_executed_op_shared_ld.sum,0.00
attention,smsp__sass_inst_executed_op_shared_ld.sum,27648.00
attention,smsp__sass_inst_executed_op_shared_st.sum,27648.00
attention,smsp__sass_inst_executed_op_global_ld.sum,76608.00
attention,smsp__sass_inst_executed_op_global_st.sum,55296.00
attention,smsp__sass_inst_executed_op_ldgsts.sum,118272.00
attention,smsp__sass_data_bytes_mem_global_op_ld.sum,9842688.00
attention,smsp__sass_data_bytes_mem_global_op_st.sum,12195840.00
residual1,smsp__sass_data_bytes_mem_global_op_st.sum,786432.00
residual1,smsp__sass_data_bytes_mem_global_op_ld.sum,1572864.00
residual1,smsp__sass_inst_executed_op_ldgsts.sum,0.00
residual1,smsp__sass_inst_executed_op_global_st.sum,6144.00
residual1,smsp__sass_inst_executed_op_global_ld.sum,12288.00
residual1,smsp__sass_inst_executed_op_shared_st.sum,0.00
residual1,smsp__sass_inst_executed_op_shared_ld.sum,0.00
ln2,smsp__sass_data_bytes_mem_global_op_st.sum,788480.00
ln2,smsp__sass_data_bytes_mem_global_op_ld.sum,3932160.00
ln2,smsp__sass_inst_executed_op_ldgsts.sum,0.00
ln2,smsp__sass_inst_executed_op_global_st.sum,6656.00
ln2,smsp__sass_inst_executed_op_global_ld.sum,30720.00
ln2,smsp__sass_inst_executed_op_shared_st.sum,0.00
ln2,smsp__sass_inst_executed_op_shared_ld.sum,0.00
feed_forward,smsp__sass_inst_executed_op_shared_ld.sum,12288.00
feed_forward,smsp__sass_inst_executed_op_shared_st.sum,24576.00
feed_forward,smsp__sass_inst_executed_op_global_ld.sum,67584.00
feed_forward,smsp__sass_inst_executed_op_global_st.sum,49152.00
feed_forward,smsp__sass_inst_executed_op_ldgsts.sum,221184.00
feed_forward,smsp__sass_data_bytes_mem_global_op_ld.sum,9437184.00
feed_forward,smsp__sass_data_bytes_mem_global_op_st.sum,11010048.00
residual2,smsp__sass_data_bytes_mem_global_op_st.sum,786432.00
residual2,smsp__sass_data_bytes_mem_global_op_ld.sum,1572864.00
residual2,smsp__sass_inst_executed_op_ldgsts.sum,0.00
residual2,smsp__sass_inst_executed_op_global_st.sum,6144.00
residual2,smsp__sass_inst_executed_op_global_ld.sum,12288.00
residual2,smsp__sass_inst_executed_op_shared_st.sum,0.00
residual2,smsp__sass_inst_executed_op_shared_ld.sum,0.00
lnf,smsp__sass_data_bytes_mem_global_op_st.sum,788480.00
lnf,smsp__sass_data_bytes_mem_global_op_ld.sum,3932160.00
lnf,smsp__sass_inst_executed_op_ldgsts.sum,0.00
lnf,smsp__sass_inst_executed_op_global_st.sum,6656.00
lnf,smsp__sass_inst_executed_op_global_ld.sum,30720.00
lnf,smsp__sass_inst_executed_op_shared_st.sum,0.00
lnf,smsp__sass_inst_executed_op_shared_ld.sum,0.00
logits,smsp__sass_data_bytes_mem_global_op_st.sum,51463168.00
logits,smsp__sass_data_bytes_mem_global_op_ld.sum,0.00
logits,smsp__sass_inst_executed_op_ldgsts.sum,3623536.00
logits,smsp__sass_inst_executed_op_global_st.sum,402176.00
logits,smsp__sass_inst_executed_op_global_ld.sum,0.00
logits,smsp__sass_inst_executed_op_shared_st.sum,201728.00
logits,smsp__sass_inst_executed_op_shared_ld.sum,403456.00
embedding_position_encoding,sm__pipe_fma_cycles_active.max,3264.00
embedding_position_encoding,sm__pipe_alu_cycles_active.max,3520.00
ln1,sm__pipe_fma_cycles_active.max,8608.00
ln1,sm__pipe_alu_cycles_active.max,15840.00
attention,sm__pipe_alu_cycles_active.max,80128.00
attention,sm__pipe_fma_cycles_active.max,58256.00
residual1,sm__pipe_fma_cycles_active.max,512.00
residual1,sm__pipe_alu_cycles_active.max,1216.00
ln2,sm__pipe_fma_cycles_active.max,8608.00
ln2,sm__pipe_alu_cycles_active.max,15840.00
feed_forward,sm__pipe_alu_cycles_active.max,70544.00
feed_forward,sm__pipe_fma_cycles_active.max,52048.00
residual2,sm__pipe_fma_cycles_active.max,512.00
residual2,sm__pipe_alu_cycles_active.max,1216.00
lnf,sm__pipe_fma_cycles_active.max,8608.00
lnf,sm__pipe_alu_cycles_active.max,15840.00
logits,sm__pipe_fma_cycles_active.max,228736.00
logits,sm__pipe_alu_cycles_active.max,356096.00
embedding_position_encoding,sm__sass_inst_executed_op_ldgsts_cache_bypass.sum,0.00
embedding_position_encoding,sm__sass_inst_executed_op_ldgsts_cache_access.sum,0.00
ln1,sm__sass_inst_executed_op_ldgsts_cache_bypass.sum,0.00
ln1,sm__sass_inst_executed_op_ldgsts_cache_access.sum,0.00
attention,sm__sass_inst_executed_op_ldgsts_cache_access.sum,0.00
attention,sm__sass_inst_executed_op_ldgsts_cache_bypass.sum,118272.00
residual1,sm__sass_inst_executed_op_ldgsts_cache_bypass.sum,0.00
residual1,sm__sass_inst_executed_op_ldgsts_cache_access.sum,0.00
ln2,sm__sass_inst_executed_op_ldgsts_cache_bypass.sum,0.00
ln2,sm__sass_inst_executed_op_ldgsts_cache_access.sum,0.00
feed_forward,sm__sass_inst_executed_op_ldgsts_cache_access.sum,0.00
feed_forward,sm__sass_inst_executed_op_ldgsts_cache_bypass.sum,221184.00
residual2,sm__sass_inst_executed_op_ldgsts_cache_bypass.sum,0.00
residual2,sm__sass_inst_executed_op_ldgsts_cache_access.sum,0.00
lnf,sm__sass_inst_executed_op_ldgsts_cache_bypass.sum,0.00
lnf,sm__sass_inst_executed_op_ldgsts_cache_access.sum,0.00
logits,sm__sass_inst_executed_op_ldgsts_cache_bypass.sum,0.00
logits,sm__sass_inst_executed_op_ldgsts_cache_access.sum,3623536.00
embedding_position_encoding,sm__warps_active.sum,12265886.00
embedding_position_encoding,sm__threads_launched.sum,98304.00
ln1,sm__warps_active.sum,5075456.00
ln1,sm__threads_launched.sum,8192.00
attention,sm__threads_launched.sum,532480.00
attention,sm__warps_active.sum,62236302.00
residual1,sm__warps_active.sum,6436652.00
residual1,sm__threads_launched.sum,98304.00
ln2,sm__warps_active.sum,5193342.00
ln2,sm__threads_launched.sum,8192.00
feed_forward,sm__threads_launched.sum,618496.00
feed_forward,sm__warps_active.sum,57468872.00
residual2,sm__warps_active.sum,7969016.00
residual2,sm__threads_launched.sum,98304.00
lnf,sm__warps_active.sum,4980032.00
lnf,sm__threads_launched.sum,8192.00
logits,sm__warps_active.sum,333588274.00
